id,hotel_id,date,national_id,negative_review,positive_review,score,trip_type,guests_composition_id,room_type_id,vacation_length
894,4,8/31/2016,202, Hotel address was hard to find with a GPS, Very clean and staff was very helpful First time in London and would use it again,10, Leisure trip,4,1,4
895,4,3/17/2016,202, iron in the room, quaint lounge bar excellent location ,10, Business trip,2,1,3
896,4,10/18/2015,202,No Negative, Staff,9.6, Business trip,2,1,6
898,5,9/30/2016,1, The double room was so small there was no room to store bags Two people were unable to dress at the same time The walk in wet room was so small that when you turned on the shower it would completely soak the whole bathroom so no one else was able to use Friends staying in a suit were meant to of received complimentary soft drinks fruit and dressing gowns which were not provided The gym smelt as if it was being used as a smoking room Very disappointed in what appeared to be a lovely hotel with reasonable star rating , The only plus was the location being fairly central ,3.8, Leisure trip,4,4,2
899,5,10/28/2015,10, May be the Restaurant Bar must extend the close hours , Very Friendly Staff specially Lucia who helps us with all our req Great Location Comfortable Rooms ,8.8, Leisure trip,5,3,5
900,5,07/03/2017,13, Tiny rooms v small shower cramped space for suitcase, I expected a budget room to be small but this really was v small cramped Not enough space for suitcase shower area adequate Hidden wardrobe drop down desk useful Bed however very comfortable indeed Staff exceptionally helpful which made up for the minute sized room ,7.5, Leisure trip,1,4,1
901,5,06/11/2017,13, The staff here are indifferent and the hotel didn t respond to communication in the lead up to my stay I arrived 4 hours prior to check in time and had emailed twice in the week leading up to staying to ask for an early check in even offering to pay for it after a 30 hour journey from Australia I didn t receive a response and my room was not ready until 2 hours after their advertised check in time I was offered a toilet off reception to use to change and told they would store my bags The toilet floor was covered in urine It was a disgusting and disappointing start to my trip that coloured my view of the hotel , The rooms have been renovated to look quite nice and are representative of the photos but they re not at all functional to stay in They ve placed extra furniture items in the room in an attempt to correct this but that just makes the spaces cluttered and not all of the additional items are functional either i e additional robe placed in dark entrance mostly filled up by the ironing board hard to see into damp smell emanating from it and makes accessing room awkward I ended up checking out after one night as I was there for 5 days and had work commitments so ease of use with the room was important to me ,4.2, Business trip,1,4,5
902,5,06/09/2017,13, Very restricted in bathroom too small and did not like the overhead shower , Staff in Restaurant were very helpful at Breakfast with Gluten Free Diet Selection of food was very good ,9.2, Leisure trip,2,3,1
903,5,5/26/2017,13, paying at arrival cause when something goes wrong like there was no hot water next morning you cant just move somewhere else quickly , location is nice and surrounding is also pretty comfortable to find aynthing,7.9, Business trip,4,4,2
904,5,1/31/2017,13, Older style hotel room with dated furnishings Not very spacious for those travelling with larger bags , Location location Right off Oxford Street London s iconic shopping destination ,6.7, Leisure trip,1,4,7
905,5,10/26/2016,13, Buffet breakfast was a bit expensive Rooms were a bit tiny but manageable, Conveniently located Close to tube station Staff were helpful friendly and nice Rooms were a little small but comfortable Ideal location for Central London Very close to a laundromat ideal for travelers Would definitely stay here again ,8.3, Leisure trip,2,4,6
906,5,10/24/2016,13, Originally placed in the basement which is totally depressing without a window however I did ask to be moved and they happily obliged , Lovely room friendly staff ,10, Leisure trip,1,3,2
907,5,10/02/2016,13, Room was too small for 2 people A double bed with 2 mattresses does not pass as a twin Overpaid for what I got , Staff were friendly and efficient Room was clean Nearby facilities were reasonable ,5.8, Leisure trip,5,3,2
908,5,09/09/2016,13, no refrigerator in the room you can ask the staff to put your food in the kitchen refrigerator Very small room I think the bedsheets were not changed everyday, close to underground station staff was nice and helpful free printing which was useful free wifi free 3G phone in room you can use Google maps,4.2, Leisure trip,2,4,3
909,5,09/08/2016,13, Would like to have had a bit longer for check out but this didn t really cause us too much of a problem , The location for us could not have been any better the breakfast and staff were also excellent Complimentary wine was perfect after a very hard day ,8.8, Leisure trip,2,4,2
910,5,6/23/2016,13,No Negative, I picked this as a stop over for the Heathrow Express as reasonably close to Paddington and the Underground Quiet and comfortable and much better ambiance and value than the converted properties in Bloomsbury around the BM where I stayed before Good choice Lots of wonderful eateries nearby ,9.6, Leisure trip,1,4,1
911,5,5/24/2016,13, The most expensive and also the smallest room with minimal facilities that we stayed in for over a month in Europe but hey that s London Consistent with most other hotels in this area for the price , Good location with easy access to Paddington Station and other tube stations and bus routes nearby Short walk to Hyde Park Staff were very eager to please and helpful with extra tea coffee items in room umbrella loan taxi s etc Have stayed in this area several times before and this is a good hotel consistent with others in the area for the size of room and price A bit quieter than those closer to Bayswater Road Some really nice little pubs cafe s and restaurants around the area away from Paddington central ,6.7, Leisure trip,2,4,5
913,5,11/14/2015,13, Everything were good only the bathroom is to small and the shower water doesn t go to the drainage straight away so it is wet everywhere and the cupboard is not functional hard to reach , The location is close to the underground nice neighbourhood the receptionist was very friendly and helpful Good value for money ,7.1, Leisure trip,2,4,3
914,5,9/24/2015,13, We had to change rooms as the ac did not work and they did not fix it Staff could hardly understand English and I thought I was in London but English is not the language ,No Positive,4.2, Leisure trip,2,4,4
915,5,7/17/2017,13, No lift was a bit of a disappointment, Good location clean facilities helpful staff,7.9, Business trip,3,4,1
916,5,6/29/2017,13, Tiny bathroom Very awkward , The room was very small The bathroom ridiculously tiny Images on website are not accurate at all ,5, Leisure trip,2,4,1
917,5,03/05/2017,13,No Negative, Position and quietness,8.3, Business trip,1,4,1
918,5,12/25/2016,13, requesting some sandwiches and waiting 40 minutes gave up evening meal was awful soup came after main course, the breakfast really good,8.3, Leisure trip,2,4,3
919,5,10/21/2016,13, the coffee, excellent breakfast,9.6, Leisure trip,4,5,2
920,5,10/12/2016,13,No Negative, Staff were so friendly and efficient Great location Fabulous breakfast Club room very spacious and modern,10, Leisure trip,2,4,1
921,5,9/26/2016,13,No Negative, Good location,7.5, Leisure trip,2,4,3
922,5,08/11/2016,13, Room a little tight but acceptable Pillows a little hard ,No Positive,7.9, Leisure trip,2,4,6
923,5,7/13/2016,13, The food from the menu was not very good, breakfast was good,6.3, Leisure trip,2,4,2
924,5,06/03/2016,13, Only problem was a noisy air conditioner , Friendly staff Superb Breakfast Ideal location ,8.8, Leisure trip,5,3,3
925,5,12/23/2015,13,No Negative, late checkout easily granted Good bathroom,8.8, Leisure trip,1,4,2
926,5,9/30/2015,13, Small room and shower , Staff and location ,7.5, Leisure trip,1,4,3
927,5,11/02/2016,14, Compact double is a very small room tight wardrobe space safe not big enough for laptop no mini bar and or complimentary drinking water Certain furniture fixtures looked quite used and could do with replacement refurbishment All in all a pleasant hotel though , Friendly staff good location only a short walk to paddington station and easy check in out Comfortable bed and nice decor throughout Also got upgraded to a 5 Star Hotel for the first night as there was a maintenance issue in the hotel this was taken care of very professionally ,7.1, Business trip,1,4,7
928,5,8/25/2015,14, A room with a broken and leaking shower should not be given to guests Neither the reservation system nor the receptionists do understand that a female guest s family name can consist of two parts like maiden name plus husband s name while the respective husband has just one name This lead to the problem that an important parcel has not been accepted for which my husband was eagerly waiting Instead it was sent back by the receptionist , We had the benefit of being upgraded because of a broken shower in the room originally booked Excellent indian restaurant very friendly and normally helpful staff good continental breakfast for a good price Large number of staff Lot of storage room due to clever use of space ,8.8, Leisure trip,2,4,3
929,5,11/04/2015,14, room was in the basement just translucent window loud A C that still made loud sound when turned off , Location,5.8, Leisure trip,5,3,3
930,5,8/24/2015,17, nothing, the staff were very friendly attentive and responsive the hotel was perfectly located the house keeping were super in cleaning and responding to my requests,7.9, Leisure trip,4,4,4
931,5,3/21/2016,17,No Negative, professional staff very clean and comfortable room ,10, Leisure trip,2,4,3
932,5,10/03/2016,18, no power connection for the shaver at the toilet and was very inflexible for late check out even agreeing to pay for the same, staff was very helpful ,7.1, Business trip,4,4,2
933,5,12/20/2015,18,No Negative, Friendly staff,7.5, Business trip,1,4,6
934,5,7/14/2017,20, Our rooms were in underground floor it s nothing specifically bad but was not mentioned during booking Unstable wi fi signal in the room but still working The worst part is tiny bathroom It combines toilet and shower on a very small patch and if you are not alone after one person takes a shower everything around like floor toilet is absolutely wet , Hyde Park and public transport are in close proximity we used Bayswater station everyday Staff is really helpful supported us in printing boarding passes The pub across the street is great The room is small but probably good for value because of price and location ,7.9, Leisure trip,2,4,4
935,5,5/18/2016,21, The room was in the basement, The comfort of the room despite it was in the basement,8, Business trip,1,4,2
936,5,2/28/2016,21, Poor finishing of the room should be better for a 4 star hotel , Good breakfast friendly staff ,6.3, Leisure trip,2,4,2
937,5,11/08/2016,28,No Negative, Comfortable and very clean room,7.1, Business trip,1,4,7
938,5,6/21/2016,32, room was on the ground floor named club room indeed good in size but with strange dispositioning of wardrobe hairdryer , Location polite good staff especially at breakfas very good bed,7.9, Leisure trip,5,4,2
939,5,07/10/2017,32, Very small room Window cannot be open Very small bathroom ,No Positive,4.2, Leisure trip,2,3,6
940,5,12/18/2016,36, Tiny bathroom with no counter space , Great location close to many restaurants Hyde Park and the Tube Friendly and helpful staff We were upgraded to a Club Room free ,9.2, Leisure trip,3,3,1
941,5,12/16/2016,36, The size of the bathroom is very tiny especially in the standard room , The location was excellent for travelling by the underground The staff were very helpful and accommodating to our requests ,8.3, Leisure trip,3,3,3
942,5,8/18/2016,36, Wish we could have stayed a bit longer , During a rare London Heat Wave in July the air conditioning EXCEPTIONALLY good Newly renovated rooms with spa bathrooms Breakfast was the best offering we had ,10, Leisure trip,2,4,2
943,5,7/26/2016,36, A C in lobby was not operational during check in but not the fault of staff Felt badly for them as we were soon ensconced in our a c room , Staff were extremely pleasant and accommodating We were first given a room on the first floor room starting with 1 basement requested a higher floor and were moved on night two to a room on the second floor starting with a 4 for the rest of our stay They were apologetic for not being able to move us on the first night but it was not an issue as we were wiped out from traveling and the beds were extremely comfy First room was nice but very small although the loo was sizeable Second room was more spacious and equally as clean We happened to visit during a warm spell July 20 25 16 and they provided us with ice promptly every evening upon our return Great perk to have a real kettle in the room Good water pressure in the shower mini shampoo etc provided if you forget don t want to bring your own We brought our own power converter but underestimated usage The lovely ladies at the front desk handed over an extra no deposit required Bellman so sorry I cannot remember his name from Bulgaria was so incredibly nice He truly went above and beyond Location an easy walk to both Lancaster Gate tube and Paddington Station A bit off the beaten track which was nice because it was very quiet ,9.6, Leisure trip,5,3,5
945,5,6/15/2016,36, The breakfast buffet was ample but not high quality products I would suggest going elsewhere for a good English breakfast , I was actually moved to the Paddington Court location a block away from the London Paddington still Park Grand chain I appreciated a modern comfortable well designed room that met all my needs even though it was tiny that s just London Short walk to either Paddington or Lancaster Gate stations in a very nice neighbourhood away from the tacky side of Paddington I would definitely return here in the future ,9.2, Business trip,1,4,2
946,5,5/31/2016,36, The people behind the desk really ought to be able to read the details of a booking properly to avoid guests being misdirected to a considerably smaller room This took too much time to correct , When my daughter and her friend finally were given the correct room the one that I had reserved and paid for that was a relief ,6.7, Leisure trip,2,4,2
947,5,5/18/2016,36, Room was a bit tired the air unit or heater or whatever buzzed all night which was very annoying and storage closet space was limited London itself has become a tarpit foul air congestion and everything and I mean everything is so grossly overpriced The city probably tainted my view on the hotel somewhat but I will never visit London again other than perhaps in transit to somewhere more pleasant , The area was quiet safe and easy to get to from Paddington Station Beds were comfortable ,7.5, Leisure trip,2,4,2
948,5,05/07/2016,36, Breakfast could be better More yogurt choices larger croissants more fresh fruit Service was great there and in the bar Cappuccino was bitter Machine may need cleaning , You need new pillows They need to be softer I was in Jersey at the Radisson Blu and theirs were so comfy ,7.9, Leisure trip,1,4,3
949,5,11/01/2015,36, The room was small and gloomy with dark panelling and inconvenient lighting It looked out into a tiny well and was badly overlooked by another room so I had to keep the curtains closed more gloom I assume I was given the room because I was travelling alone but I booked for 2 people and I was paying the same as 2 people I don t appreciate being treated as a 2nd class citizen , I liked the location the star were efficient but not particularly friendly and lacked the personal approach except the barman ,6.7, Leisure trip,1,3,2
950,5,09/09/2015,36, I booked a double deluxe room here online but when I got there they gave me a small room the size of a closet because it was available first even though I had paid the price point for a double deluxe room 450 pounds a night They then transferred me to a slightly bigger room that still wasn t a double deluxe and looked nothing like in the pictures Staff were rude and reluctant to help whenever spoken to and at one point in the lounge area we witnessed one of the staff giving a young hotel guest a loud and stern lecture about payment the whole exchange was very uncomfortable and unprofessional For 450 pounds night 800 Canadian dollars we would have gotten a spacious room in other countries with wonderful service but here I felt like I had thrown a bunch of money down the drain , The place was nicely furnished in a compact way ,5.4, Leisure trip,2,4,2
951,5,06/01/2017,36, Wifi connection was bad , Very clean and comfy Heated bathroom floor Great location ,9.2, Leisure trip,1,4,1
952,5,9/19/2016,36, The wet bathroom was the worst we experienced in all the rooms we rented across Europe on our 25 day trip , Staff was helpful ,6.3, Leisure trip,5,5,3
954,5,08/09/2016,40, Not sure it was the problem of the hotel or booking com The triple room I booked was canceled due to inefficient credit card I provided However the card is totally fine when I checked in to the hotel This cost a great trouble during our first night in the hotel , The English breakfast is good and the Junior suite is quite big and on the upper floor My parents and I had a really great time in London ,8.3, Leisure trip,5,2,5
955,5,11/18/2015,40, Stairs our room is located between the ground and the 1st floor so no direct lift access We had to carry our big suitcases from stairs Gladly the hotel staffs were really helpful with our luggages The room was a bit narrow but perfectly acceptable given the price and being in London , Location is the best being close to the Paddington Station makes everything a lot easier The room is perfectly clean staffs were friendly and helpful Great breakfast ,9.2, Leisure trip,5,3,4
956,5,7/21/2016,40, Small room no air con , Good location,5, Leisure trip,1,4,1
957,5,6/20/2017,50, The room was a bit small but still very good for London standards I was at first disappointed that there was no proper shower it was the floor of the toilet bathroom which you don t expect from such a hotel but in the end it was ok and the water had good pressure , A nice hotel in a very convenient location Very clean People at reception and generally everyone I interacted with was super friendly and helpful which makes a difference I also appreciated the welcome plate of fruits as well as the handy phone that comes with the room Very convenient especially when your own phone is behaving weird in other countries All this made up for the price which I initally thought a bit too much and I still booked an offer that was supposed to be largely discounted 120 a night for a compact room If I paid the full amount I would think it is overpriced but I guess that s London in the summer ,8.3, Business trip,1,4,2
958,5,4/19/2017,50, Small stuffy room and uncomfortable bed The room kettle was out of order Footpath was being resurfaced outside our window ground level Room rate was quite expensive , Convenient location Friendly staff We were transferred to another room and offered complimentary breakfast due to some problems with hot water in the room we originally booked ,6.3, Leisure trip,2,4,3
959,5,02/06/2017,50, Although the wifi is working very well there is little to no signal in the rooms of the basement floor 1 Also the heating airconditioning system is a bit noisy , The staff is very helpful and always willing to help it is very clean and the rooms are nice,8.3, Leisure trip,3,3,2
960,5,08/06/2016,50, the room was at the back of the hotel and the window was looking at another guests window poor light ng was coming through it was like a dungeon , the bathroom was quite big location was very convenient,7.5, Leisure trip,2,4,7
961,5,03/12/2016,50, Rooms were much smaller than I thought Thought it was a 4star hotel and did not seem like it Good thing i got a good price from booking com , It was a perfect location Friendly staff quiet hotel ,7.1, Business trip,1,4,2
962,5,11/18/2016,50, Beds room facilities, Staff Location,7.9, Business trip,1,4,4
963,5,10/06/2015,51, Incorrect payment my credit card was charged twice first time on the arrival send time when we leave When I found this I tried to get my money back It is already almost 20 days 5 emails written and still did not get my money back Never go there again , Hotel location ,4.2, Leisure trip,4,5,3
964,5,10/02/2015,51, The size of a double deluxe room was small and I had rather claustrophobic impression No fulfilment of my preliminary request The bathroom floor gets totally flooded One chair only in a double room The same foods served in breakfast evryday and poor choice , The location of the hotel is great ,6.7, Business trip,1,4,3
965,5,9/27/2015,53, Poor breakfast quality, Friendly staff ,5.8, Business trip,1,4,1
966,5,4/23/2017,58,No Negative, Very comfortable hotel Great location Staff very friendly and helpful Room size is very good ,8.3, Business trip,1,4,4
967,5,06/01/2017,67, Our room was very small and in a basement That I did not expect The was no space to unpack things from suitcase Not much daylight no view , I am very fond of Bayswater location Breakfast was ok and serving and cleaning tables was quick ,7.1, Leisure trip,4,3,3
968,5,3/14/2016,67, Their idea of separate beds was two mattresses 3 cm apart from each other with no possibility to move them The feedback form in the room was for some other hotel chain ,No Positive,5.4, Leisure trip,4,3,2
969,5,09/01/2015,67, rooms are slightly small so if you have a big luggage hard to move and no space to unpack some of the stuff had an attitude i had a big window in the room but looking to back side of the street so no nice view , very neat and clean good wifi easy access to subway station 5 to 7 minutes by walk breakfast was ok hotel is on a quiet street some of the stuff was helpful and smiling ,7.9, Leisure trip,1,4,3
970,5,4/17/2017,68, The bathroom I didn t so much mind its smallness since I was travelling alone but what I resented was the fact that as soon as you ran water for a shower the bathroom turned into a swimming pool , The bed was good Heating and or air conditioning were easy to use ,5.4, Leisure trip,1,4,4
971,5,3/15/2017,68, The bathroom was badly designed You couldn t go in after someone had taken a shower as there was no shower basin just a trendy drain away style hole in the middle The tap didn t work properly either, Very comfortable room,7.9, Leisure trip,3,3,2
972,5,5/28/2016,68, Rooms are slightly small and there is just a little noise from the corridor because the floor is wood , Personnel is very kind Rooms are very cosy and beds super comfortable Breakfast is very good ,8.8, Business trip,1,4,1
973,5,3/21/2016,68, The bathroom was very small and had no actual shower cubicle or tray just a shower curtain and a drain It worked well enough but the addition of a shower tray would have made it much more pleasant to use , A great location Perfect for access to Paddington and the Heathrow Express as well as an easy walk to the West End shops The room was small and wardrobe space very limited It was however perfect for a short stay and it was clean The staff were also friendly and helpful ,8.8, Leisure trip,1,4,1
974,5,2/14/2016,68,No Negative, Well located between tube stops for many different lines The room is tiny but well thought out to be well equipped The staff were really friendly Pleasant surprise considering the very good price ,9.6, Business trip,1,4,1
975,5,8/25/2016,68,No Negative, Staff was great and breakfast was awesome ,8.8, Business trip,1,4,1
976,5,6/20/2016,68, Basement rooms noisy AC blanket too short on sides , Location is great for Paddington station ,6.7, Business trip,4,3,2
977,5,05/10/2016,68, Small bed more expensive than pricing provided by booking com noisy AC impossible to sleep bedroom with no windows in the cellar,No Positive,2.5, Leisure trip,2,4,4
978,5,02/02/2016,68, The windows were still open and it is cold outside so during the night that is a little disturbing, everything about the room,9.6, Leisure trip,1,4,1
979,5,3/13/2017,74, The room was small , The staff was extremely friendly and smiley Breakfast was also delicious and the room was very clean I stayed there on the International Women s Day and the waiter gave me a flower when I was eating my breakfast in the morning Such a nice move ,9.2, Business trip,1,4,5
980,5,12/06/2016,74, The receptionists were not polite their English wasn t even that good to begin with The room was very tiny you could barely pass by the bed if I was a bit fatter I wouldn t be able to pass The bed sheets were not changed since day one there were stains The toilet was so tiny and the shower was horrible there is no way to shower without drowning the entire toilet The location wasn t that great and it took us a while to get in and out of the area , I can t think of anything I liked about this hotel ,2.9, Leisure trip,4,5,3
981,5,5/27/2016,74, There is no shower cabinet but the shower is only separated via curtain The complete bathroom was wet after taking 10 minutes shower At check in they offered to give us a local smart phone and we signed some papers It was supposed to be at room but we never received the phone even after calling the reception from the room twice When we asked at reception they apologized for it and told us there was a problem but I found it quite weird , The staff was really friendly for check in The room was clean and tidy The location is safe and close to the subway station ,8.3, Leisure trip,2,4,3
982,5,05/03/2017,74, they charged me 20 pounds extras because I pay with cash It is with refund but it took me by surprise ,No Positive,10, Leisure trip,2,4,2
983,5,07/04/2016,74,No Negative, food friendly team a great bed you fueled 100 relaxed the other morning,10, Business trip,1,4,1
984,5,4/28/2016,74, space compare to Price way to high, service,7.1, Business trip,1,3,1
985,5,08/01/2017,77,No Negative, This is my second time staying at this Hotel The first time I was on business This time it was for mini holiday The bed is very comfortable The room and bathroom very clean and spacious The location is very convenient Very good selection at breakfast ,10, Leisure trip,3,5,1
986,5,1/18/2017,77, I asked them by email for an earlier check in and they never answered back We arrived at the hotel about an hour before the regular check in time and they let as wait till the exact time The room was a little bit cold and the air condition was not working correctly The tables for the breakfast was very small , The location was perfect very closed to Paddicton tube station and to the Heathrow express station 10 from the beautiful Hyde park The neighborhood was so beautiful and quiet The bed was also great and the room was big and very clean ,8.8, Leisure trip,3,5,3
987,5,6/16/2016,77, The room was overall filthy i doubt if the bed sheets were changed before my arrival and the toilet cleaned found human hair in both The corridor smelled burned cooking oil from the kitchen It was one of the most disgusting hotels I ve stayed at It certainly didn t worth the amount of money i paid for it ,No Positive,3.3, Business trip,1,4,1
988,5,4/17/2016,77, My room was in the basement If I needed to stay more than 1 night that would make me feel uncomfortable I should have been told during booking that the room was in the basement , Excellent location Very close to 3 underground stations and paddington station for the airport My room was a club room and was spacious Breakfast was excellent Very good selection The hair dryer in the room was very strong Perfect for doing your hair That was a Nice surprise,9.6, Business trip,1,4,1
989,5,03/08/2016,77, I would have liked a larger room and not a wedge of a room for two people , Breakfast was great,8.3, Business trip,2,4,3
990,5,08/09/2015,77,No Negative, The staff in this hotel were friendly accommodating and lovely giving us a warm experience and a very enjoyable stay in a super location ,10, Leisure trip,3,4,1
991,5,6/27/2016,85, Bathroom was very tiny , Breakfast was good and staff very friendly I really loved that each room has a Smartphone with unlimited calls and internet in London for your personal use if you feel like taking it out Room was very clean and bedding seemed new or in very good condition ,9.6, Leisure trip,1,4,4
992,5,10/14/2016,86, The air conditioning was not working and I had to change the room in next day And I could not sleep well that night , Great breakfast and location not far from the subway and train station ,7.1, Leisure trip,3,5,5
993,5,08/12/2016,86, I think some bedrooms are quiet small but if only stay for one or two days is OK , The air condition is very good Clean and tidy room The staff are friendly and helpful Lots of Italian restaurants around and I found 3 local shops nearby ,7.1, Leisure trip,2,4,3
994,5,6/22/2016,86, The room is too small especially the toilet It does not have a proper shower area and everything is wet after one is taking a shower , The location is OK less than 10 min walk from Paddington station ,3.3, Leisure trip,5,5,3
995,5,9/15/2015,86, Extremely small rooms though not surprising for Central London you can barely move within the ground floor rooms Either misleading pictures on booking com or the hotel gave us their smallest rooms knowing we re travelling with children , Location is very convenient,6.3, Leisure trip,3,4,3
996,5,4/30/2017,86, No ventilation in bathroom, Small clean hotel Great location very convenient Staff friendly and helpful ,8.8, Leisure trip,4,3,3
997,5,11/22/2016,86, nothing, nice staff and free of early check in ,8.8, Leisure trip,4,3,2
998,5,8/29/2016,86, Nil, Good location,7.5, Leisure trip,5,4,1
999,5,04/05/2016,86,No Negative, Perfect location Helpful staff,9.2, Leisure trip,2,4,4
1000,5,3/30/2016,86, Rooms are in the small size, Staff are very nice and helpful Location excellent ,8.8, Leisure trip,3,4,1
1001,5,1/22/2017,87, The walls are so thin you ll wake up every time someone passes the corridor Your bed will liteally shake when someone walks in 15m perimeter I couldn t get a good sleep on ANY night , The room was modern and clean The location is really good there are crazy good restaurants in 4 min of walk ,5.8, Business trip,1,4,1
1002,5,5/23/2016,87, The rooms could be refreshed there s a different design on the photos than in reality Also the airconditioner could be refreshed it was a bit smelly but fortunatelly we didn t needed so we could turn it off , The location is very good in a quiet area five minutes walk to metro stations or bus stops close to Hyde Park The staff was nice and very helpful we didn t like the first room we get they changed it very quickly the room was very clean the cleaning was perfect it s quite well equipped the bed was very comfortable We could check in quite early We recommend this hotel we would book a room here again ,8.8, Leisure trip,2,4,4
1003,5,11/19/2015,87, absolutely noisy air condition they booked a deposit of one night that has not been resolved again upon payment mini bathroom not possible to shower without getting everything wet no wardrobe at all, location,4.6, Business trip,1,4,3
1004,5,02/09/2016,87, mosquito inside the shower gel unoppened bottle breakfast of poor quality there are much better options to eat around the area,No Positive,4.6, Business trip,1,4,2
1005,5,1/31/2017,88, Nothing I can think of Everything was super , The beds were perfect service great bathroom fantastic Good location to take the train from Paddington Station Loved it ,10, Leisure trip,4,5,2
1007,5,12/23/2015,88,No Negative, A very good hotel Comfortable bed nice shower and over all a clean and a very nice room Friendly staff ,9.6, Leisure trip,5,5,2
1008,5,11/04/2015,88, No fridge, Good location,6.3, Leisure trip,1,4,6
1009,5,2/24/2017,89, The carpeting in the corridor out side the room was worn out the hotel needs to pay attention to detail The bathroom was not replenished with Shower Gel and other items had to ask for it everyday , The Handy Phone was a nice touch Helped a lot during our stay ,9.2, Leisure trip,2,4,7
1010,5,01/04/2017,89, The room is way too small No matter how well appointed it is nothing the hotel does can make up for the fact that this feels like a rip off every single moment Barely any elbow room , Great location for the property Close to Hyde Park The breakfast was nice and the staff was courteous ,5.8, Leisure trip,2,4,2
1011,5,10/10/2016,89, The staff was very in co operative and the rooms were awful to say the least I was finally shifted to a bigger room but when I requested for check out till 3 PM on Friday the lady told me that till 2 it was okay and she will try for 3 Then she says that she will do it only till 1 and not till 3 No reason was given for this at all , The only good thing was the location ,4.2, Business trip,1,4,5
1012,5,6/30/2016,89, My bag was stolen from the hotel lobby and that speaks a lot on poor management and lack of security It took the hotel half an hour to view the cctv footage and i think the response from the management was atrocious I lost a lot of money and as a traveler it was a nightmare to be in an alien city without any help from the management The management did not even apologies for what has happened I would advise Booking com to withdraw the hotel from their system and also advise travellers to not to stay at this hotel Imagine a bag being stolen from the lobby of the hotel Very poor attitude and shockingly unbelievable behaviour , I liked the staff in the restaurant very warm and efficient ,5, Business trip,1,4,5
1013,5,6/19/2016,89,No Negative, Food at Restaurant was simply awesome for an indian traveller The breakfast was superb Complimentary Mobile for the stay with free calling facility is great idea,9.2, Leisure trip,4,4,3
1014,5,6/14/2016,89, We were there for 5 days it would be nice to have something different for breakfast not the exact same thing everyday There was only one elevator so sometimes it was a bit of a wait , The staff was excellent each and every one of them ,8.8, Leisure trip,5,5,5
1015,5,5/26/2016,89, The booking was done for Deluxe Double room and from 23rd I called them ahead to tell them I will be checking only on 24th Morning I land up to find the reservation was on hold even though they had charged me on the previous day itself Once it got unblocked they provided me a Compact Room where if you walk you will hit a wall When I enquired about the same the staff was unapologetic and started explaining how the Victorian buildings tend to become smaller on higher floors When I was not buying the story they provided me the actual Deluxe Double Room that is more comfy The staffs arrogance and lack of coordination is seriously needs to be looked at During all these commotion that manager didn t even bother to come out from his Palace , Location is the greatest advantage for property ,4.6, Business trip,1,4,3
1016,5,10/29/2015,89,No Negative, fab boutique hotel gr8 location very near hyde park paddington tube station very helpful staff also the reservations rep Mandeep really looked after my stay room upgrade plus wine beverages fruits in my room,10, Leisure trip,1,4,1
1017,5,1/31/2017,89,No Negative, The Staff service with a smile,8.8, Business trip,1,4,3
1018,5,8/27/2016,89,No Negative, Amazing food with Amazing staff Location was very good ,10, Leisure trip,3,4,3
1019,5,6/21/2016,89, Staff needs to be more friendly, Nice Location Great Indian food clean rooms,7.9, Business trip,1,4,2
1020,5,2/21/2016,89, Room Size, Very Helpful and Cooperative staff Breakfast,6.7, Business trip,1,4,3
1021,5,01/07/2016,89,No Negative, Facilities and the lounge area and the buffet,10, Leisure trip,3,4,4
1022,5,09/08/2015,89, Extremely small room More like a closet than a room though bed was comfortable bath was well appointed , Clean modern good location,7.5, Business trip,1,4,2
1023,5,8/15/2015,89, The room was too small and cramped I requested for a larger room it was declined, Early checkin based on an advance request,5.4, Business trip,1,4,3
1024,5,02/02/2016,91,No Negative, Great Internet connection Beautiful location,7.9, Leisure trip,2,4,9
1025,5,07/03/2017,93, The room was very small and at the back of the hotel off the main corridor we checked in late in the evening and I felt we got the small room at the back cause we were late arriving , The location was perfect,7.1, Leisure trip,2,4,1
1026,5,6/23/2017,93, Nothing A nice hotel in a very convenient area with excellent staff , The friendliness of the staff was exceptional They wanted our visit to be the best and my daughter who was 6 months pregnant received special treatment Breakfast was very good ,10, Leisure trip,3,5,1
1027,5,3/28/2017,93, During our stay on both mornings we were woken at half 6 each mornig by a high peck noise coming from the pipes in the bathroom when we complained we were told it never happened by for we were given a 15 refund which was 40pound for the price of the hotel it should of been more by sleep on both nights was ruined ,No Positive,5.4, Leisure trip,3,3,2
1028,5,02/07/2017,93, The food was not as good as I would have wished We ordered room service the steak was overdone and the condiments bowl was full of HP sauce no vinegar mayonnaise etc , Bed was lovely and room was spacious ,8.3, Leisure trip,1,4,1
1029,5,10/27/2016,93, The bedroom appeared small with all the wood around it The breakfast room was tiny for a full crowd and as was the bar where people could not enjoy a drink without listening to the table next door , The bed was comfy ,7.5, Leisure trip,2,4,2
1030,5,9/20/2016,93, the bathroom wasn t really hotel standard No counters to do makeup or blow dry hair The room was too close to the stuff pantry noisy all through the night Hotel stuff didn t bother to replenish towels or make beds properly Carpet in the room was dirty from the day we checked in, The bed was comfy and the use of hotel was a lovely touch for first timers in London Staff at the reception very friendly and helpful ,7.5, Leisure trip,4,4,2
